symbol,weight,date,ttf_id,optimized_at
GOOG,0.072651385,9/30/22,83,55:43.8
TXN,0.059998553,9/30/22,83,55:43.8
TSM,0.053179158,9/30/22,83,55:43.8
INTC,0.053175232,9/30/22,83,55:43.8
BABA,0.049963819,9/30/22,83,55:43.8
MSFT,0.047594036,9/30/22,83,55:43.8
AMZN,0.047091651,9/30/22,83,55:43.8
AAPL,0.043732245,9/30/22,83,55:43.8
AVGO,0.041834875,9/30/22,83,55:43.8
ADBE,0.033280847,9/30/22,83,55:43.8
QCOM,0.031556307,9/30/22,83,55:43.8
CRM,0.031430585,9/30/22,83,55:43.8
ASML,0.0226198,9/30/22,83,55:43.8
AMD,0.01570997,9/30/22,83,55:43.8
NVDA,0.013952225,9/30/22,83,55:43.8
ATVI,0.194264728,9/30/22,271,55:46.9
EA,0.187801731,9/30/22,271,55:46.9
SCPL,0.147504175,9/30/22,271,55:46.9
TTWO,0.141215697,9/30/22,271,55:46.9
NTES,0.102622378,9/30/22,271,55:46.9
PLTK,0.093574364,9/30/22,271,55:46.9
RBLX,0.067400633,9/30/22,271,55:46.9
HUYA,0.065616293,9/30/22,271,55:46.9
SXC,0.218671181,9/30/22,248,55:49.6
ARLP,0.173760745,9/30/22,248,55:49.6
HCC,0.157472335,9/30/22,248,55:49.6
CEIX,0.123175832,9/30/22,248,55:49.6
ARCH,0.122949918,9/30/22,248,55:49.6
METC,0.111110041,9/30/22,248,55:49.6
BTU,0.092859949,9/30/22,248,55:49.6
BEPC,0.161744766,9/30/22,107,55:53.0
CWEN,0.151552061,9/30/22,107,55:53.0
AY,0.148037716,9/30/22,107,55:53.0
ORA,0.118166086,9/30/22,107,55:53.0
FSLR,0.079284349,9/30/22,107,55:53.0
CSIQ,0.059647595,9/30/22,107,55:53.0
JKS,0.057222962,9/30/22,107,55:53.0
SEDG,0.049674627,9/30/22,107,55:53.0
ENPH,0.041346999,9/30/22,107,55:53.0
RUN,0.035748117,9/30/22,107,55:53.0
PLUG,0.035101612,9/30/22,107,55:53.0
NOVA,0.033320695,9/30/22,107,55:53.0
FLNC,0.029152414,9/30/22,107,55:53.0
EQT,0.1031081,9/30/22,134,55:56.3
BP,0.10198635,9/30/22,134,55:56.3
CLR,0.085746109,9/30/22,134,55:56.3
CVX,0.085329707,9/30/22,134,55:56.3
HES,0.085191483,9/30/22,134,55:56.3
COP,0.080481699,9/30/22,134,55:56.3
OVV,0.078870506,9/30/22,134,55:56.3
DVN,0.077799955,9/30/22,134,55:56.3
XOM,0.077576664,9/30/22,134,55:56.3
OXY,0.07562328,9/30/22,134,55:56.3
EOG,0.075045738,9/30/22,134,55:56.3
MRO,0.073240408,9/30/22,134,55:56.3
BKNG,0.193088788,9/30/22,173,55:59.5
TRIP,0.162930804,9/30/22,173,55:59.5
EXPE,0.162545883,9/30/22,173,55:59.5
TCOM,0.153777635,9/30/22,173,55:59.5
MMYT,0.152434822,9/30/22,173,55:59.5
ABNB,0.101322884,9/30/22,173,55:59.5
SOND,0.073899183,9/30/22,173,55:59.5
JCI,0.174241749,9/30/22,244,56:02.8
MTZ,0.112018021,9/30/22,244,56:02.8
GVA,0.109091626,9/30/22,244,56:02.8
STRL,0.1084763,9/30/22,244,56:02.8
ROAD,0.101685454,9/30/22,244,56:02.8
